date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-16  01:50,1339006044354306051,"Mike Glennon Returning to backup role

More: https://t.co/WT1s5kbYO4

#DFS #NFL #News #JAX",2020-12-16 00:34:53,,,,"California, USA"
2020-12-16  01:50,1339006042491871232,RT @DanWetzel: Coastal Carolina could be 20-0 this season and the committee wouldn’t put them in the top 10. It’s a strange sport when winn…,2020-12-16 00:34:52,,,,
2020-12-16  01:50,1339006030647275520,@fuzzywuzzy39 @Rumpilstiltski2 @Record_Sport Don’t change the subject!! You speak about paedos your wrong and you n… https://t.co/KgUF0Dx4Rj,2020-12-16 00:34:49,,,,
2020-12-16  01:50,1339006027463790592,"https://t.co/CWUd5XlpJW
The water is the perfect temperature as it is cooler than during the day. Numerous tackles… https://t.co/YMI1NuOV4r",2020-12-16 00:34:49,,,,
2020-12-16  01:50,1339006017456152576,RT @DanWetzel: Coastal Carolina could be 20-0 this season and the committee wouldn’t put them in the top 10. It’s a strange sport when winn…,2020-12-16 00:34:46,,,,"San Francisco, CA"
2020-12-16  01:50,1339005977853509634,RT @CincySlangin: Corrupt Playoff Rankings. We weren’t exaggerating. The sport is a clown show.,2020-12-16 00:34:37,,,,
2020-12-16  01:50,1339005973814501379,RT @DanWetzel: Coastal Carolina could be 20-0 this season and the committee wouldn’t put them in the top 10. It’s a strange sport when winn…,2020-12-16 00:34:36,,,,"Upper West Side, Manhattan"
2020-12-16  01:50,1339005968881909760,"Robin Goodfellow's Racing Tips: Best bets for Wednesday, December 16 https://t.co/zGRaT2cEnX https://t.co/LRCH3os7bz",2020-12-16 00:34:35,,,,United Kingdom
2020-12-16  01:50,1339005968487571457,Berbatov and Carrasco secure Monaco win vs Lens in 2014 - NewsChain https://t.co/Lap6Y6xy4d,2020-12-16 00:34:35,,,,
2020-12-16  01:50,1339005961126764545,"RT @pauldehnerjr: College football games are fantastic. Everything else about the sport is a broken, greed-filled embarrassment.",2020-12-16 00:34:33,,,,
2020-12-16  01:50,1339005957528023047,RT @guardian_sport: Peter Wright does his best to brighten up opening night at Ally Pally. By @bglendenning https://t.co/ZeFDyKemi2,2020-12-16 00:34:32,,,,Scotland
2020-12-16  01:50,1339005940968919042,RT @MailSport: Man City's struggles are highlighed by the Sergio Aguero problem | @Jack_Gaughan  https://t.co/hXDclyi3Uv,2020-12-16 00:34:28,,,,Twixt  Manchester and France
2020-12-16  01:50,1339005926909472768,RT @DanWetzel: Coastal Carolina could be 20-0 this season and the committee wouldn’t put them in the top 10. It’s a strange sport when winn…,2020-12-16 00:34:25,,,,
2020-12-16  01:50,1339005919682686976,"ALERT: New high roller bet posted!
Hidden has bet $5,278.10 on Davidson Wildcats - NC Charlotte 49ers to win $8,022… https://t.co/PjeOzQ0D7v",2020-12-16 00:34:23,,,,Everywhere
2020-12-16  01:50,1339005918462300163,CFB loves pushing fans away from this amazing sport. There’s so many people that don’t get into it over this. https://t.co/3yxJJV2Zip,2020-12-16 00:34:23,,,,
2020-12-16  01:50,1339005884886749184,@succmeousside @ILove_theArts @RichEdwards27 @Bowiegrrl1 @ta2t2o @Grova @MoonbeamSpecial @ninaturner @EmiliaSykesOH… https://t.co/HzFXPKG4yF,2020-12-16 00:34:15,,,,"Brisbane, Australia"
2020-12-16  01:50,1339005872647892995,"RT @DavidPurdum: ""The agency data crunchers, who use computer analysis to detect unusual betting patterns, uncovered a pattern of curiously…",2020-12-16 00:34:12,,,,"Providence, RI"
2020-12-16  01:50,1339005860270444545,Hands down one of the most most elegant well built machines in this sport. Pure dominance and class. RIP W11 https://t.co/XL49y8wVF0,2020-12-16 00:34:09,,,,
2020-12-16  01:50,1339005858630471681,RT @SARugbyChick: Rugby: All Blacks star Beauden Barrett links up with new club Suntory Sungoliath ahead of Japanese Top League https://t.c…,2020-12-16 00:34:08,,,,"Vitacura, Chile"
2020-12-16  01:50,1339005855396720640,"@guardian_sport When is one of these managers going to tell the racist ""fans"" to go away and never come back to another football match?",2020-12-16 00:34:08,,,,
2020-12-16  01:50,1339005849851875328,"RT @trboxing: Congratulations to @andreward on his upcoming 2021 induction into the @BoxingHall!

Andre built an impeccable résumé in the r…",2020-12-16 00:34:06,,,,
2020-12-16  01:50,1339005847448543236,"Mmm, personally I feel randoms don’t really show anything as it sometimes lessens the level of play on the court. B… https://t.co/WkTxNnwARB",2020-12-16 00:34:06,,,,
2020-12-16  01:50,1339005842692202496,https://t.co/VD0z2n812E  class read,2020-12-16 00:34:05,,,,carbury kildare 
2020-12-16  01:50,1339005840196431872,Jarryd Hayne trial: Former NRL star to have retrial on sex assault charges https://t.co/z9DrbB19iJ https://t.co/31VKvsJzLu,2020-12-16 00:34:04,,,,New Zealand
2020-12-16  01:50,1339005837084418049,Coastal Carolina could be 20-0 this season and the committee wouldn’t put them in the top 10. It’s a strange sport… https://t.co/8IZXewCQiD,2020-12-16 00:34:03,,,,
2020-12-16  01:50,1339005832831393800,"@moebiggs22 @JoshTheAthletic Talking about the budget here, yes. But, if you make those decisions to cut “x” sport,… https://t.co/taYobapagH",2020-12-16 00:34:02,,,,
2020-12-16  01:50,1339005804326707202,"RT @nato_koff: @morningshowon7 @ScottMorrisonMP No time to answer important questions like land/sport rorts, border slip ups, failed app an…",2020-12-16 00:33:55,,,,
2020-12-16  01:50,1339005800950468608,"@cammunchcar @ReedCoverdale Um protection of rights is SUPPOSED to be the first job of government.

Not killing a b… https://t.co/ayNpo86HRo",2020-12-16 00:33:55,,,,
2020-12-16  01:50,1339005789063753730,@James__Clancy I've a link to BEIN sport on my TV!,2020-12-16 00:33:52,,,,"Cork, Ireland"
2020-12-16  01:50,1339005782227038211,@jmflynn74 @nickniehausWAPT @JayBilas It’s the ONLY NCAA SPORT where you can go undefeated and not win a National t… https://t.co/V9HBepzpgX,2020-12-16 00:33:50,,,,"East Lansing, MI"
2020-12-16  01:50,1339005780133961729,@Billy49ers @AngelJRivera08 @TrevRosenthal NO THYE SHOULD NT! ITS ONE OF THE FEW REAT THINGS REMIANING IN THE SPORT… https://t.co/Wcuw0CPCgd,2020-12-16 00:33:50,,,,
2020-12-16  01:50,1339005770436898818,"2021 🚶🏼 ..... Not holding anything back , This grind won’t stop🦍 #AGTG🙏🏼 I really love this sport ! ❤️ #Blessings… https://t.co/W1GA28Pc4e",2020-12-16 00:33:47,,New Jersey,,"New Jersey, USA"
2020-12-16  01:50,1339005769816166402,RT @eisner_ryan: Every person on the CFP committee should be ashamed of themselves. They are AWFUL. Its embarrassing how bad they are. Terr…,2020-12-16 00:33:47,,,,In a world our minds created
2020-12-16  01:50,1339005764443115522,"@ScottMichaux I think it may have something to do with her appointment to the President's Council on Sport, Fitness… https://t.co/YOABtmVWq3",2020-12-16 00:33:46,,,,"San Jose, CA"
2020-12-16  01:50,1339005753525460994,@dougdirt24 College football exists to make money and make every stupid thing another sport  does look not so stupid.,2020-12-16 00:33:43,,,,western appalachia 
2020-12-16  01:50,1339005744801329153,"RT @pauldehnerjr: College football games are fantastic. Everything else about the sport is a broken, greed-filled embarrassment.",2020-12-16 00:33:41,,,,"Austin, TX"
2020-12-16  01:50,1339005739738804225,Oko wena sisi zange ufuna undifaka kooSister bakho coz wawusithi andiyo type yabo😔💔 jokes aside you’ve been very qu… https://t.co/xTx0Ghvrik,2020-12-16 00:33:40,,,,"Despatch, South Africa"
2020-12-16  01:50,1339005725457207296,Trying to get out of bed without waking my son is an extreme sport!,2020-12-16 00:33:37,,,,
2020-12-16  01:50,1339005683061157888,"@espnmma @ESPNRingside @ESPNFC @Cristiano @TheNotoriousMMA I have said it many times , soccer is a feminine sport.",2020-12-16 00:33:27,,,,"Houston, TX"
2020-12-16  01:50,1339005672059441154,@CFBPlayoff you’re ruining the sport,2020-12-16 00:33:24,,,,
2020-12-16  01:50,1339005667101745152,#womenwatches Sport Fitness Seamless https://t.co/5W446Ce7QY https://t.co/IZ1i1oLc8M,2020-12-16 00:33:23,,,,United States
2020-12-16  01:50,1339005666418102282,England fly-half has 'mixed emotions' about leaving clubGloucester sign Scotland's Adam Hastings for next seasonWhe… https://t.co/Q2XwNE0Kih,2020-12-16 00:33:23,,,,
2020-12-16  01:50,1339005665545756672,"@degen_betting any sport honestly, just look at 28-3 😞",2020-12-16 00:33:22,,,,"Atlanta, GA"
2020-12-16  01:50,1339005663918297089,"RT @RecruitLouisian: 2021 ATH 6'4"" 195 DeShon Singleton St. Helena Central has received an offer from #LamarUniv #GoCardinals  

Contact Co…",2020-12-16 00:33:22,,,,"Greensburg, LA"
2020-12-16  01:50,1339005658889252865,@Matt_NBC4 The NCAA needs to step in and create a better system. The sport is broken outside of the actual games,2020-12-16 00:33:21,,,,San Diego via Denver via Cincy
2020-12-16  01:50,1339005653109661699,"RT @carsandbids: Closing WEDNESDAY on https://t.co/vCpznhvedB:

98 BMW M3 Convertible
97 Acura 2.2CL
11 BMW 550i
11 Maserati Quattroporte S…",2020-12-16 00:33:19,,,,United States
2020-12-16  01:50,1339005648512565248,Gareth Bale Eyeing Real Madrid 'Swansong' if Zinedine Zidane Leaves https://t.co/hVG5llOviT No English players have… https://t.co/yi3bSmcpQ2,2020-12-16 00:33:18,,,,
2020-12-16  01:50,1339005644574232577,"RT @ValiAxaviy: 10 simple tips to help you with your fitness success👇
https://t.co/zUjGexJuD1

#simple #tips #easy #steps #fitness #sport #…",2020-12-16 00:33:17,,,,
2020-12-16  01:50,1339005623724281856,Real Madrid 3-1 Athletic Bilbao: Karim Benzema nets brace to close gap to Real Sociedad https://t.co/qVFj6x3Vs2 https://t.co/4v9uRuHgrY,2020-12-16 00:33:12,,,,United Kingdom
2020-12-16  01:50,1339005611464421378,"@ChrisFerreiraa Idk man, kinda clowning the sport is how I see it",2020-12-16 00:33:09,,,,"Cambridge, Ontario"
2020-12-16  01:50,1339005611397296130,"Guardiola's side are sixth in the Premier League and have scored only 18 goals in 12 league games this season, a fa… https://t.co/OGBLDFp7c7",2020-12-16 00:33:09,,,,"England, United Kingdom"
2020-12-16  01:50,1339005605923663873,Once again a display of complete disrespect and disregard for the sport of college football https://t.co/jKmlXkrCQc,2020-12-16 00:33:08,,,,"Nashville, TN"
2020-12-16  01:50,1339005601817497601,@O_4815162342 Study analytics all you want. This sport will always be run by alphas that failed GCSE Biology.,2020-12-16 00:33:07,,,,
2020-12-16  01:50,1339005596050337792,Hakim Ziyech and Callum Hudson-Odoi are set to hand Chelsea an injury boost with the pair due to return to training… https://t.co/Bzhmato4QB,2020-12-16 00:33:06,,,,United Kingdom
2020-12-16  01:50,1339005595140182017,"Iowa State, meanwhile, is on the doorstep and it got curb-stomped by Louisiana as one of its TWO losses. This sport… https://t.co/ZVlqfvsHoU",2020-12-16 00:33:06,,,,"Dupont, PA"
2020-12-16  01:50,1339005594381000707,Slaven Bilic set to be sacked despite West Brom's draw at Manchester City. By @kellysheroesmd https://t.co/dA8qKCqIJa,2020-12-16 00:33:05,,,,London
2020-12-16  01:50,1339005592225116160,Slaven Bilic: West Brom boss could be sacked on Wednesday https://t.co/Y64CqREYch,2020-12-16 00:33:05,,,,"North West, England"
2020-12-16  01:50,1339005585832939520,Here's what the Trotters head coach had to say after Ryan Delaney's late winner https://t.co/bTO0iVqLZi https://t.co/EJlwBdk7tj,2020-12-16 00:33:03,,,,"England, United Kingdom"
2020-12-16  01:50,1339005582871760896,"RT @pauldehnerjr: College football games are fantastic. Everything else about the sport is a broken, greed-filled embarrassment.",2020-12-16 00:33:03,,,,Cincy
2020-12-16  01:50,1339005582234279941,"If you want to be successful in pigeon racing, you need the right bird - which means a bird with the right bloodlin… https://t.co/xdTy4umm4g",2020-12-16 00:33:02,,,,"Long Island, NY"
2020-12-16  01:50,1339005581030387713,RT @todayng: Bernabéu ruled out for the next round of Champions League https://t.co/VCbZ07UzFi,2020-12-16 00:33:02,,,,
2020-12-16  01:50,1339005575250792450,"It was considered a blue-collar sport in Europe, with the hobby and birds being passed down from generation to gene… https://t.co/vwIvupSYoW",2020-12-16 00:33:01,,,,"Long Island, NY"
2020-12-16  01:50,1339005574047014912,"The roots of the sport supposedly date back to as early as 220 AD, and the main hub for pigeon racing historically… https://t.co/axres1oGZR",2020-12-16 00:33:01,,,,"Long Island, NY"
2020-12-16  01:50,1339005570410549248,"A sport that is having an incredible 2020? Pigeon racing. 

Yes, Pigeon racing.",2020-12-16 00:33:00,,,,"Long Island, NY"
2020-12-16  01:50,1339005564181999618,@matthewg371 @BigBen56383875 @qatarairways In those countries their God is nationalism and sport,2020-12-16 00:32:58,,,,REGNVM de Seylam
2020-12-16  01:50,1339005563041091588,RT @QBC_Bham: A Pure thrower in the '22 class. Multi-sport Athlete and experienced QB. Coaches take a look!,2020-12-16 00:32:58,,,,"Brantley, AL"
2020-12-16  01:50,1339005554560208903,The first few years I was very anti-expansion for the playoff. Now it’s absolutely necessary for the credibility of… https://t.co/pPb74N3l5g,2020-12-16 00:32:56,,,,
2020-12-16  01:50,1339005551775256577,If Spurs beat us tomorrow don't think I'll ever watch football again. Couldn't get any worse as a sport at that point,2020-12-16 00:32:55,,,,
2020-12-16  01:50,1339005530270887936,"RT @lalisabrand: 📢 Can we get 372 replies using 블랙핑크 리사 and #LISA #리사 ? 

Leave nice comments for Lisa too as your tweets show up on Naver…",2020-12-16 00:32:50,,,,
2020-12-16  01:50,1339005511644180480,"College football games are fantastic. Everything else about the sport is a broken, greed-filled embarrassment.",2020-12-16 00:32:46,,,,"Cincinnati, Ohio"
2020-12-16  01:50,1339005510171959296,"You know what is a really elegant sport and wish I was able to do, ice skating",2020-12-16 00:32:45,,,,
2020-12-16  01:50,1339005501049344002,"2021 ATH 6'4"" 195 DeShon Singleton St. Helena Central has received an offer from #LamarUniv #GoCardinals  

Contact… https://t.co/nMhlo4ckGs",2020-12-16 00:32:43,,,,"Baton Rouge, LA"
2020-12-16  01:50,1339005494539800576,@CopaEire I don't have BEIN Sport. Is the game on any UK or US channels?,2020-12-16 00:32:42,,,,
2020-12-16  01:50,1339005487929581568,i feel like insulting lorenz while making him think it's a compliment is a minor garreg mach sport,2020-12-16 00:32:40,,,,
2020-12-16  01:50,1339005465976561665,College football is the only sport that can survive the debacle that is college football,2020-12-16 00:32:35,,,,
2020-12-16  01:50,1339005418757091328,@Lizardman6999 @mclovinjr222 @TheGreenSnipa @TheHoopCentral @Jonathan_Feigen Hahahaha okay pull stats out of your a… https://t.co/YxLHSMmR8K,2020-12-16 00:32:24,,,,"Massachusetts, USA"
2020-12-16  01:50,1339005414965452800,@topendsports Hi Mr. Wood Hand Football is a new sport I created it’s created in 2004 it uses Hand and Feet it’s pr… https://t.co/mDkQXwayhj,2020-12-16 00:32:23,,,,
2020-12-16  01:50,1339005413866565632,"RT @JourneyHeroApp: Isabella says, “Despite Muay Thai being a national sport, local residents in Koh Samui don’t like confrontation. Most f…",2020-12-16 00:32:22,,,,"Rzeszów, Poland."
2020-12-16  01:50,1339005409496068097,"RT @Hoophall: RT to wish #HOFer Charlie Scott a Happy Birthday. 🎁 #HOFBDays 

📸: Focus on Sport/Getty Images https://t.co/OMI8XjxeoT",2020-12-16 00:32:21,,,,
2020-12-16  01:50,1339005405813297152,"Sport Air Travel flight #WCC35 spotted at 7,700 feet! https://t.co/Bw8P0ZI7dr",2020-12-16 00:32:20,,,,"Los Angeles, CA"
2020-12-16  01:50,1339005361341272064,"RT @paulgreenemedia: Hey twitterverse I am happy to share my first podcast. Please subscribe, rate and review to qualify for a special give…",2020-12-16 00:32:10,,,," Valley Stream,New York"
2020-12-16  01:50,1339005359998943233,@ChemicalAT It's a flawed sport.,2020-12-16 00:32:09,,,,"Los Angeles, CA via NJ"
2020-12-16  01:50,1339005349874036739,@Sport_Fuzion @chef_curry_30_ If you comment on the tweet when you’re already in the chat again you’re getting kicked,2020-12-16 00:32:07,,,,
2020-12-16  01:50,1339005333088456706,@Mellyssa_1982 @_Nick_Nation_ @popkidnick Suits you... Wish I could sport the colour white...,2020-12-16 00:32:03,,,,"ÜT: 53.5441363,-2.6375317"
2020-12-16  01:50,1339005321377931264,what’s the best exercise/sport to do to lose weight the quickest?,2020-12-16 00:32:00,,,,she/her ♡
2020-12-16  01:50,1339005310900576260,"tw hs
tavros hc since xe cant put shirts on he only wears binders / sport bras and jackets",2020-12-16 00:31:58,,,,14 // xe / she / he // ⚣
2020-12-16  01:50,1339005290797297664,"@slmandel He also said they have no Top 25 wins. But neither does Georgia! And they moved Georgia above Cincy!

The… https://t.co/WQ4pPibQUu",2020-12-16 00:31:53,,,,District of Champions
2020-12-16  01:50,1339005278784729088,"So instead of going after actual criminals this incompetent government goes after law abiding firearms owners, spor… https://t.co/Zub69i3jiX",2020-12-16 00:31:50,,,,Canada
2020-12-16  01:50,1339005275127222273,"Get serious about your sport, live on Lively. ⚾️ #GoLively

World Series Champion Will @MiddleBrooks is available f… https://t.co/XQ3Y8YA7ZQ",2020-12-16 00:31:49,,,,United States
2020-12-16  01:50,1339005264750637056,@ConorMcQ5 @statsowar True. I love college football but it is the dumbest sport. Take the one thing people want (a… https://t.co/rm0ZBN1i7n,2020-12-16 00:31:47,,,,"Kansas City, MO"
2020-12-16  01:50,1339005254306832388,"RT @benFranklin2018: Peter Nygard, Jeffrey Epstein, Harvey Weinstein, Prince Andrew - all part of a class of people who exist above the law…",2020-12-16 00:31:44,,,,
2020-12-16  01:50,1339005242931703809,"The #CFP is stupid.  Conferences need to shorten their league schedule to only 8 games, then play a seeded, 5 round… https://t.co/2DgyvMnGvU",2020-12-16 00:31:42,,,,
2020-12-16  01:50,1339005231196033025,"RT @anzuslouie: I LISA YOU @BLACKPINK

An unplanned hashtag started by Lilies made it to No.9 WW trends, 5L reactions: https://t.co/L4bG9AL…",2020-12-16 00:31:39,,,,
2020-12-16  01:50,1339005226225987584,Every person on the CFP committee should be ashamed of themselves. They are AWFUL. Its embarrassing how bad they ar… https://t.co/baoAQv2qNl,2020-12-16 00:31:38,,,,Somewhere on planet Earth
2020-12-16  01:50,1339005220395814914,talkin to multiple people on diff apps at the same time is a olympic sport,2020-12-16 00:31:36,,,,in my bag
2020-12-16  01:50,1339005214960078850,"RT @benFranklin2018: Peter Nygard, Jeffrey Epstein, Harvey Weinstein, Prince Andrew - all part of a class of people who exist above the law…",2020-12-16 00:31:35,,,,"Oklahoma, USA"
2020-12-16  01:50,1339005209133998082,"Huge congrats @summerhill1003!

Jenny was nominated in the “Best reporting of an issue in sport” category for her p… https://t.co/6HfHuhkz4c",2020-12-16 00:31:34,,,,Melbourne
2020-12-16  01:50,1339005204235046912,RT @SkatingSchoolCH: Congratulations @StephaneLambiel! We are very pleased to share that after six years of hard work Stéphane Lambiel has…,2020-12-16 00:31:32,,,,日本
2020-12-16  01:50,1339005197306097665,@bomani_jones now I remember why I have never listened to anything sport related that has come out of your mouth,2020-12-16 00:31:31,,,,
2020-12-16  01:50,1339005193724301312,@irishbaggie @J0E_90 I think it’s allowed in whatever combat sport this is,2020-12-16 00:31:30,,Cork,,"Cork, Ireland"
2020-12-16  01:50,1339005181581815808,"Especially after Florida's loss to 4-5 LSU at home. The politics in the sport drive me nuts

/rant",2020-12-16 00:31:27,,,,"Columbus, OH"
2020-12-16  01:50,1339005147330985984,RT @LalisaM0327: I LISA YOU!!!!! https://t.co/x3wr4cVIQL,2020-12-16 00:31:19,,,,
2020-12-16  01:50,1339005142260088833,@ClayHartedGhoul @GoheenRigel @tunak @drmistercody Because you view this as a team sport,2020-12-16 00:31:18,,,,"Millbrae, CA"
2020-12-16  01:50,1339005131786883073,RT @SkatingSchoolCH: Congratulations @StephaneLambiel! We are very pleased to share that after six years of hard work Stéphane Lambiel has…,2020-12-16 00:31:15,,,,NIPPON　日本国　安芸國
2020-12-16  01:50,1339005105845268485,ICYMI:  @Dorsetechosport Stunned @theterras lose 2-0 lead as @Wrexham_AFC take dramatic win https://t.co/f93EwopXgH… https://t.co/LRJnJ4YOqF,2020-12-16 00:31:09,,,,Weymouth and Portland
2020-12-16  01:50,1339005094361088000,RT @GGGBoxing: Do the best in your sport 🥊⚽️ @Cristiano @DAZNBoxing https://t.co/TcYrkkn4x2,2020-12-16 00:31:06,,,,"Tacoma, WA"
2020-12-16  01:50,1339005093836967941,"RT @Record_Sport: Lubo Moravcik claims Rangers are not a top team just a team in top form

https://t.co/z43YAtezh9 https://t.co/YyUYA6RJ9I",2020-12-16 00:31:06,,,,glasgow
2020-12-16  01:50,1339005085456748544,"The Group of Five breaking away from the rest of college football is: 

1. Unlikely, and not until 2026 (end CFB co… https://t.co/YTxpCoMS9N",2020-12-16 00:31:04,,,,Who even knows anymore
2020-12-16  01:50,1339005084705959938,"RT @MailSport: Man City need a big-hitting 30-35 goal-a-season centre forward in the summer, says Alan Shearer https://t.co/iuZvFVl3Ot",2020-12-16 00:31:04,,,,"Tema, Ghana"
2020-12-16  01:50,1339005032319000578,"#Australia captain Tim Paine plays down concerns about Steve Smith's stiff back on the eve of first Test, indicates… https://t.co/34mZ3RovE3",2020-12-16 00:30:51,,,,"Blackheath, Blue Mountains"
2020-12-16  01:50,1339005031085797377,@dilly_trilly @CFBHome Seriously dude this sport is so lame. How do they come up with such a good idea and make it… https://t.co/yVZyIr99Km,2020-12-16 00:30:51,,Avon,,The Rocky Mountains
2020-12-16  01:50,1339005008956719110,Hawthorn president Jeff Kennett has again refused to be silenced over his ongoing criticism of Daniel Andrews which… https://t.co/KWWefcOdJs,2020-12-16 00:30:46,,,,"Melbourne, Australia"
2020-12-16  01:50,1339005006066937856,These lame ass niggas with them anime &amp; sport avis who tweet like degenerate ass cucks are not your friends sisters. Plz get a clue.,2020-12-16 00:30:45,,,,
2020-12-16  01:50,1339004991156219906,"RT @JoeAratari: Sprinting is the most athletic thing you can do. Needs to be apart of the  plan every week.

Sport coaches without S&amp;C staf…",2020-12-16 00:30:42,,,,
2020-12-16  01:50,1339004987268009985,@nickniehausWAPT @JayBilas College hoops is a 3 week sport. The joy of college football is the regular season,2020-12-16 00:30:41,,,,"Stonington, CT"
2020-12-16  01:50,1339004973078753280,@lanechanged @adrianmyreality @ChiChiGreenblat What a good sport,2020-12-16 00:30:37,,,,United States
2020-12-16  01:50,1339004972248096769,"RT @7Cricket: Sport reaches its highest form when there’s genuine rivalry. When it’s more than a contest.

In cricket we have the Ashes – A…",2020-12-16 00:30:37,,,,Australia
2020-12-16  01:50,1339004964467847169,Reason number 453 why college basketball is still the best sport in the world 🤦🏿‍♂️🤦🏿‍♂️,2020-12-16 00:30:35,,,,"Charlotte, NC"
2020-12-16  01:50,1339004952711102464,Bernabéu ruled out for the next round of Champions League https://t.co/VCbZ07UzFi,2020-12-16 00:30:32,,,,
2020-12-16  01:50,1339004945857560577,@Splatune_img Aero and undercover is free sport most of the time so I always like them. Skillfully it’s chargers si… https://t.co/rS69f3BeAW,2020-12-16 00:30:31,,,,your air vent
2020-12-16  01:50,1339004942175113220,"Madness, especially after tonight's result. 

Slaven Bilic: West Brom boss could be sacked on Wednesday
https://t.co/PxbHZ0tFgV
#WBA",2020-12-16 00:30:30,,,,"England, United Kingdom"
2020-12-16  01:50,1339004935439069184,@MisterJ831 @StationKeo @bryanalvarez And it's not a sport....,2020-12-16 00:30:28,,,,"Glenmont,Ohio"
2020-12-16  01:50,1339004928757538817,What other sport does condeleza rice decide the playoffs instead of a teams merit,2020-12-16 00:30:27,,,,"Boston, MA"
2020-12-16  01:50,1339004925578260480,"@SteamboatTwisty Any sport could, in theory.",2020-12-16 00:30:26,,,,"Minneapolis, MN"
2020-12-16  01:50,1339004920612188160,"RT @MaxPlayFit: Basketball, Football, Soccer, Volleyball, Baseball, Softball and Lacrosse.   We can supply you with the goal you need, the…",2020-12-16 00:30:25,,,,"Mission, TX"
2020-12-16  01:50,1339004916656988160,"@Trollster19 @murray_nyc @realDonaldTrump Oh look! You found words on a page! Good for you, sport. That's a nameche… https://t.co/juhKMk8KOh",2020-12-16 00:30:24,,,,he/him
2020-12-16  01:50,1339004907379048451,RT @thegameilove21: Someone place nazi badges in werners locker so he can get a lifetime ban from the sport,2020-12-16 00:30:22,,,,
2020-12-16  01:50,1339004891537223682,Gary has Chad heated and I’m chilling peacefully with the tv off laughing about how this great sport is run in to t… https://t.co/5RXL3YhWLq,2020-12-16 00:30:18,,,,"Cincinnati, Ohio"
2020-12-16  01:50,1339004890274676737,RT @FortiusCentre: We have signed an agreement with the @CityofBurnaby for the purchase of the Fortius facility. The City intends to operat…,2020-12-16 00:30:18,,,,New Westminster
2020-12-16  01:50,1339004887284281346,"@BWalkerSEC College football is a joke, you cover a joke sport",2020-12-16 00:30:17,,,,
2020-12-16  01:50,1339004877624791043,"Wigan Athletic old-boy returns home https://t.co/0mCuXEVvzB
Good luck to Chris McCann on his return to Shamrock Rov… https://t.co/cffm2gWlsJ",2020-12-16 00:30:14,,,,Wigan
2020-12-16  01:50,1339004863032815617,RT @dartsnewschan1: Could you imagine the world champion in ANY other sport looking like this 😂 #Darts is the best 🐍 https://t.co/XF8FBBIFEe,2020-12-16 00:30:11,,,,
2020-12-16  01:50,1339004857009713156,The 2003 Worlds long jump bronze medallist said she could not tap the Indian market commercially during her prime y… https://t.co/HDotr7HrDW,2020-12-16 00:30:10,,,,
2020-12-16  01:50,1339004855545962499,"Basketball, Football, Soccer, Volleyball, Baseball, Softball and Lacrosse.   We can supply you with the goal you ne… https://t.co/DqusBfEpfE",2020-12-16 00:30:09,,,,
2020-12-16  01:50,1339004850638614530,"#BlackLivesMatter I agree 110%

Displays of political support at sporting events, just getting boring now.

Sport i… https://t.co/1HwLI6Omqj",2020-12-16 00:30:08,,,,"Scotland, United Kingdom"
2020-12-16  01:50,1339004846150733827,Have you completed the 2020 UWA Sport survey yet? Every survey respondent goes into the draw to win one of two Fitb… https://t.co/8mfALYItlY,2020-12-16 00:30:07,,,,"Perth, WA"
2020-12-16  01:50,1339004835983716352,"RT @Record_Sport: Lubo Moravcik claims Rangers are not a top team just a team in top form

https://t.co/z43YAtezh9 https://t.co/YyUYA6RJ9I",2020-12-16 00:30:05,,,,
2020-12-16  01:50,1339004831567065088,"Man City need a big-hitting 30-35 goal-a-season centre forward in the summer, says Alan Shearer https://t.co/iuZvFVl3Ot",2020-12-16 00:30:04,,,,
2020-12-16  01:50,1339004826416377857,"“If you don’t become a professional soccer player, you can still stay in your sport. Why not become an Athletic Tra… https://t.co/n9r1b5OEVY",2020-12-16 00:30:02,,,,"Long Beach, CA"
2020-12-16  01:50,1339004817239367680,See all of the NFL boxes in the big sale here &gt;&gt; https://t.co/bLyapAMZs6 #collect #NFL https://t.co/c8snbsSiJR,2020-12-16 00:30:00,,,,"Sterling, VA"
2020-12-16  01:50,1339004816731869184,"Joe Burns had arguably the most important net session of his career on Tuesday, and within 30 seconds Justin Langer… https://t.co/Hd5o8Xkiym",2020-12-16 00:30:00,,,,Australia
2020-12-16  01:50,1339004814177443840,@RaiderCody Let's keep it real here... they're getting paid millions to play a sport. Everyone volunteered to be he… https://t.co/2fYUDh0I2B,2020-12-16 00:29:59,,,,"Long Beach, CA"
2020-12-16  01:50,1339004814093557761,"RT @BBCSport: The Chinese Super League will introduce salary caps from next season in an attempt to ""curb money football."" 

Full story: ht…",2020-12-16 00:29:59,,,,
2020-12-16  01:50,1339004811203768322,@fuzzywuzzy39 @Rumpilstiltski2 @Record_Sport Again folks fuzzy can’t stop talking about paedos....mmmm lock up your kids fuzzy is about!!!,2020-12-16 00:29:59,,,,
2020-12-16  01:50,1339004808494280707,@BrittanyRBell Perfect ✨💚 We can help you with that 🧘Do you have an idea how to start ? 🙏 #eoga #yoga #yogaday… https://t.co/peDEAQuFjb,2020-12-16 00:29:58,,,,"Montreal, Canada"
